,AnnReturn,AnnVol,Sharpe,MaxDD,Calmar,Turnover,SharpeStab
HRP-Sample,0.09041617951849856,0.1553531311847545,0.5820042301623819,-0.41788123828517754,0.2163681238466974,0.42759435207082935,0.1127233242769508
HRP-LW,0.09249427656589271,0.15613352081823026,0.5924049882508831,-0.4268396088077545,0.21669562678179538,0.3583466076087733,0.1129459931520449
HRP-NLS,0.09234435924720086,0.15522203316078753,0.5949178564846235,-0.4294318446755456,0.21503845229962165,0.33831244338952576,0.11296133820934891
HRP-POET,0.08954231066428986,0.1522683137143633,0.5880560996574787,-0.41493681301369933,0.21579746085660897,0.4326761240296562,0.11256240758468807
HMVA,0.10458314398215873,0.1648364462385079,0.6344661412490873,-0.31636479575820253,0.33057769190631303,1.0041321300671118,0.10787639504019149
EW,0.08956880041899495,0.18824188315688486,0.4758175965778369,-0.5522862375655273,0.16217822267998822,0.05687272727272727,0.11169393854892135
SPY-K,0.09499716611080045,0.18906392999452348,0.502460549262634,-0.5233471000857015,0.18151847233937865,0.06562876870731324,0.11222022992091911
