,AnnReturn,AnnVol,Sharpe,MaxDD,Calmar,Turnover,SharpeStab,Sortino,Omega,VaR95,CVaR95,Skew,Kurt,HitRate
HMVA-mv,0.10004472176327606,0.15334455747777315,0.6524178191180815,-0.37519309555672475,0.26664862159796987,0.9410288786224553,0.11157779741608329,0.836925835682965,1.1405762155613945,-0.013493164173066483,-0.02237206125775442,-0.25636505970714196,15.713222713364,0.5356157715398345
EW,0.07438885361557968,0.18964292347725212,0.3922574713129367,-0.5520665309811988,0.13474617539912606,0.05747440273037544,0.11376647465078767,0.4969745513950188,1.0943101910814825,-0.018088552322066756,-0.028651895892921848,-0.15642425070616808,10.740163946208629,0.5417815998701931
SPY-100,0.07595640946896265,0.1908589728437709,0.397971383463,-0.533332872976658,0.14241839068541154,0.06816705129340339,0.11519739255995809,0.5093727245009595,1.0948848196912742,-0.018455032825534692,-0.028751561377803807,-0.10210878959143116,9.671900252844736,0.5393477202661042
