date,HRP-Sample,HRP-LW,HRP-NLS,HRP-POET,HRP-PoetCV,EW,MinVar-LW,MinVar-NLS,RP-Sample
2015-07-28,0.00720576612437175,0.011870559885288576,0.012886183685710527,0.007203291730062068,0.006602427807126728,0.012886183685710527,0.007962844014099331,0.012886183685710527,0.011956636963392518
2015-07-29,0.004450488130561833,0.008539908060182441,0.008626835772798984,0.004610822829229823,0.004106424629508841,0.008626835772798984,0.007514171691825537,0.008626835772798984,0.008643853793157422
2015-07-30,4.365004250436439e-05,0.00013222454867095994,-0.00034998450076393457,0.00015952074317680592,0.00015990162291105024,-0.00034998450076393413,0.001404437834904465,-0.0003499845007639342,-4.267797901485861e-05
2015-07-31,-0.00032036512807063117,0.0003707711128801605,-0.0005285857015742348,1.5388130976357654e-05,-9.498318905198196e-05,-0.0005285857015742346,-0.0009549883270230575,-0.0005285857015742348,-3.9872156563507215e-05
2015-08-03,-0.0017959047636078326,-0.0032781790345887056,-0.0045442640350174335,-0.0014763824941489122,-0.0011010584762887379,-0.004544264035017433,-0.004329841522164761,-0.0045442640350174335,-0.0032863082559857265
2015-08-04,-0.0009973378805138964,-0.0013572302190889066,-0.0016237486918806421,-0.0011006485393017928,-0.0011620915719492521,-0.0016237486918806426,0.0009767950699586829,-0.001623748691880643,-0.0014192671884042506
2015-08-05,0.0021926960760501185,0.0031346073479286032,0.0023356224243484508,0.002081404098075617,0.0019351599603162752,0.00233562242434845,0.003681973621737066,0.0023356224243484508,0.002832659054667385
2015-08-06,-0.004431514716523407,-0.007303536458138581,-0.006317560759537264,-0.0046698205168342645,-0.004441919079045071,-0.006317560759537265,-0.0033683696678605455,-0.006317560759537267,-0.006350635540027144
2015-08-07,-0.0010064992198600452,-0.001448155535680043,-0.002475315789563129,-0.0008100905801054263,-0.0006478818402496706,-0.0024753157895631276,-0.002328477696825787,-0.0024753157895631285,-0.001804378438320228
2015-08-10,0.007491151448876795,0.013525514049907556,0.015104169942402771,0.007308065547380684,0.006399404649683359,0.015104169942402766,0.010929253239260712,0.015104169942402771,0.013554296012719352
2015-08-11,-0.004563784803109263,-0.0085068078502386,-0.009142675606510947,-0.004352858180399914,-0.0038791893833656312,-0.009142675606510945,-0.002419405201362468,-0.009142675606510947,-0.008293256961163979
2015-08-12,-3.863328814837363e-05,0.00031642580117348813,0.0015119155317030364,2.8217636731011938e-05,0.00015583687290450323,0.0015119155317030362,-0.0005628058925865777,0.0015119155317030366,0.0006104557462653238
2015-08-13,-0.0009693487058316271,-0.0015981291980825033,-0.002829599094385455,-0.0009222353574881764,-0.0008949174913951588,-0.002829599094385454,-0.0025116674552230715,-0.002829599094385455,-0.0017070640523826734
2015-08-14,0.0026805467935353032,0.004906450699426723,0.0041155533192485175,0.002739417454833646,0.0025551820988489733,0.004115553319248518,0.006741517389699749,0.004115553319248519,0.004685821476047363
2015-08-17,0.0025131905246438754,0.004939516767383643,0.005211164392872143,0.0026033140502898966,0.0024156623229231785,0.005211164392872143,0.0017826884006998576,0.005211164392872144,0.004614322626146997
2015-08-18,-0.0011815405661714535,-0.0021862694255547583,-0.002674628135178418,-0.0011310724394526222,-0.0010466476556024796,-0.0026746281351784167,-0.00021800282421306395,-0.002674628135178417,-0.0020142347466177973
2015-08-19,-0.004471299642978021,-0.0076904082625432685,-0.008711489079865155,-0.004550155701651841,-0.0041119617812709645,-0.008711489079865155,-0.006586248069247134,-0.008711489079865157,-0.007904701790008949
