,AnnReturn,AnnVol,Sharpe,MaxDD,Calmar,Turnover,SharpeStab,Sortino,Omega,VaR95,CVaR95,Skew,Kurt,HitRate
HMVA,0.1321302830928215,0.17701060261637577,0.7464540606032473,-0.37010495427011014,0.3570076043791354,1.1331113989112611,0.11370174147517816,0.9758905242233448,1.1584545093840561,-0.015569961051154518,-0.025635830778589927,-0.2459058727083228,12.682874038457577,0.5404835307480124
MVO-EK,0.07421875075679618,0.2481353446946949,0.29910592079542214,-0.6041776163647116,0.12284260248395906,1.3009391794357226,0.11860331995818013,0.3748047804791608,1.0819489477668456,-0.02296028622245005,-0.03755711103291123,-0.3817678062696767,13.345192625230787,0.5310725296122019
MHRP-EK,0.08856332789996846,0.1619210467250423,0.5469537758754587,-0.46248659334758624,0.19149382744032936,0.6925297046815642,0.11256933075266609,0.6846032522713076,1.1221302396665012,-0.015085653351133209,-0.02438669500665234,-0.24191322991162822,11.998251888209381,0.5471361349991887
