caldt,totval,totcnt,spindx,sprtrn
2004-04-30,10225312000.00,500,1107.30,-0.016791
2004-05-28,10345264300.00,500,1120.68,0.012083
2004-06-30,10514279400.00,500,1140.84,0.017989
2004-07-30,10175588400.00,500,1101.72,-0.034291
2004-08-31,10202644100.00,500,1104.24,0.002287
2004-09-30,10285563700.00,500,1114.58,0.009364
2004-10-29,10400365400.00,500,1130.20,0.014014
2004-11-30,10775860400.00,500,1173.82,0.038595
2004-12-31,11174847000.00,500,1211.92,0.032458
2005-01-31,10893939400.00,500,1181.27,-0.025290
2005-02-28,11090951900.00,500,1203.60,0.018903
2005-03-31,10900580800.00,500,1180.59,-0.019118
2005-04-29,10683198400.00,500,1156.85,-0.020109
2005-05-31,10972857600.00,500,1191.50,0.029952
2005-06-30,10968272300.00,500,1191.33,-0.000143
2005-07-29,11375061100.00,500,1234.18,0.035968
2005-08-31,11254185300.00,500,1220.33,-0.011222
2005-09-30,11328229800.00,500,1228.81,0.006949
2005-10-31,11126639300.00,500,1207.01,-0.017741
2005-11-30,11545923500.00,500,1249.48,0.035186
2005-12-30,11534265500.00,500,1248.29,-0.000952
2006-01-31,11786499400.00,500,1280.08,0.025467
2006-02-28,11816345400.00,500,1280.66,0.000453
2006-03-31,11949724700.00,500,1294.83,0.011065
2006-04-28,12120838900.00,500,1310.61,0.012187
2006-05-31,11766925100.00,500,1270.09,-0.030917
2006-06-30,11764522000.00,500,1270.20,0.000087
2006-07-31,11792742300.00,500,1276.66,0.005086
2006-08-31,12005081900.00,500,1303.82,0.021274
2006-09-29,12287172200.00,500,1335.85,0.024566
2006-10-31,12650036400.00,500,1377.94,0.031508
2006-11-30,12854566800.00,500,1400.63,0.016467
2006-12-29,13029473900.00,500,1418.30,0.012616
2007-01-31,13216988300.00,500,1438.24,0.014059
2007-02-28,12895749800.00,500,1406.82,-0.021846
2007-03-30,13005460000.00,500,1420.86,0.009980
2007-04-30,13537491500.00,500,1482.37,0.043291
2007-05-31,13933484500.00,500,1530.62,0.032549
2007-06-29,13663735800.00,500,1503.35,-0.017816
2007-07-31,13193201500.00,500,1455.27,-0.031982
2007-08-31,13330873000.00,500,1473.99,0.012864
2007-09-28,13769329400.00,500,1526.75,0.035794
2007-10-31,13950967000.00,500,1549.38,0.014822
2007-11-30,13292003200.00,500,1481.14,-0.044043
2007-12-31,13192721100.00,500,1468.36,-0.008628
2008-01-31,12349759000.00,500,1378.55,-0.061163
2008-02-29,11878113100.00,500,1330.63,-0.034761
2008-03-31,11811627200.00,500,1322.70,-0.005960
2008-04-30,12355628500.00,500,1385.59,0.047547
2008-05-30,12480087000.00,500,1400.38,0.010674
2008-06-30,11454626800.00,500,1280.00,-0.085962
2008-07-31,11345697700.00,500,1267.38,-0.009859
2008-08-29,11492578600.00,500,1282.83,0.012191
2008-09-30,10506424200.00,499,1166.36,-0.090791
2008-10-31,8721274810.00,500,968.75,-0.169425
2008-11-28,8037282260.00,500,896.24,-0.074849
2008-12-31,8109042730.00,500,903.25,0.007822
2009-01-30,7435705930.00,500,825.88,-0.085657
2009-02-27,6617839300.00,500,735.09,-0.109931
2009-03-31,7189263380.00,500,797.87,0.085405
2009-04-30,7852224940.00,500,872.81,0.093925
2009-05-29,8290729500.00,500,919.14,0.053081
2009-06-30,8329679160.00,500,919.32,0.000196
2009-07-31,8959336070.00,500,987.48,0.074142
2009-08-31,9286963800.00,500,1020.62,0.033560
2009-09-30,9666276590.00,500,1057.08,0.035723
2009-10-30,9451783530.00,500,1036.19,-0.019762
2009-11-30,9992814410.00,500,1095.63,0.057364
2009-12-31,10238880300.00,500,1115.10,0.017771
2010-01-29,9867600590.00,500,1073.87,-0.036974
2010-02-26,10189933300.00,500,1104.49,0.028514
2010-03-31,10842824200.00,500,1169.43,0.058796
2010-04-30,11007604400.00,500,1186.69,0.014759
2010-05-28,10104365700.00,500,1089.41,-0.081976
2010-06-30,9545850680.00,500,1030.71,-0.053882
2010-07-30,10192118400.00,500,1101.60,0.068778
2010-08-31,9714331820.00,500,1049.33,-0.047449
2010-09-30,10565213300.00,500,1141.20,0.087551
2010-10-29,10950115500.00,500,1183.26,0.036856
2010-11-30,10948613300.00,500,1180.55,-0.002290
2010-12-31,11683073300.00,500,1257.64,0.065300
2011-01-31,11992702700.00,500,1286.12,0.022646
2011-02-28,12350222100.00,500,1327.22,0.031957
2011-03-31,12360935200.00,500,1325.83,-0.001047
2011-04-29,12721312000.00,500,1363.61,0.028495
2011-05-31,12546074800.00,500,1345.20,-0.013501
2011-06-30,12311707600.00,500,1320.64,-0.018258
2011-07-29,12076888400.00,500,1292.28,-0.021474
2011-08-31,11372211800.00,500,1218.89,-0.056791
2011-09-30,10547216800.00,500,1131.42,-0.071762
2011-10-31,11666326100.00,500,1253.30,0.107723
2011-11-30,11550649100.00,500,1246.96,-0.005059
2011-12-30,11651626700.00,500,1257.60,0.008533
2012-01-31,12155929200.00,500,1312.41,0.043583
2012-02-29,12624202000.00,500,1365.68,0.040589
2012-03-30,13039494000.00,500,1408.47,0.031332
2012-04-30,12936189900.00,500,1397.91,-0.007497
2012-05-31,12122975400.00,500,1310.33,-0.062651
2012-06-29,12600286300.00,500,1362.16,0.039555
2012-07-31,12762979000.00,500,1379.32,0.012598
2012-08-31,12981524900.00,500,1406.58,0.019763
2012-09-28,13307014100.00,500,1440.67,0.024236
2012-10-31,13042326200.00,500,1412.16,-0.019789
2012-11-30,13053457900.00,500,1416.18,0.002847
2012-12-31,13142271500.00,500,1426.19,0.007068
2013-01-31,13808364900.00,500,1498.11,0.050428
2013-02-28,13922280600.00,500,1514.68,0.011061
2013-03-28,14436687900.00,500,1569.19,0.035988
2013-04-30,14691831600.00,500,1597.57,0.018086
2013-05-31,15008107900.00,500,1630.74,0.020763
2013-06-28,14791521300.00,500,1606.28,-0.014999
2013-07-31,15481333300.00,500,1685.73,0.049462
2013-08-30,14967939700.00,500,1632.97,-0.031298
2013-09-30,15425476800.00,500,1681.55,0.029749
2013-10-31,16084261800.00,500,1756.54,0.044596
2013-11-29,16530422500.00,500,1805.81,0.028049
2013-12-31,17040676100.00,500,1848.36,0.023563
2014-01-31,16410535500.00,500,1782.59,-0.035583
2014-02-28,17141525900.00,500,1859.45,0.043117
2014-03-31,17232591700.00,500,1872.34,0.006932
2014-04-30,17338111900.00,501,1883.95,0.006201
2014-05-30,17675521400.00,501,1923.57,0.021030
2014-06-30,17997792100.00,501,1960.23,0.019058
2014-07-31,17705580400.00,501,1930.67,-0.015080
2014-08-29,18342510800.00,502,2003.37,0.037655
2014-09-30,18057660200.00,502,1972.29,-0.015514
2014-10-31,18434167500.00,502,2018.05,0.023201
2014-11-28,18871755500.00,502,2067.56,0.024534
2014-12-31,18847408800.00,502,2058.90,-0.004189
2015-01-30,18291336700.00,502,1994.99,-0.031041
2015-02-27,19233834700.00,502,2104.50,0.054893
2015-03-31,18945863400.00,502,2067.89,-0.017396
2015-04-30,19090457900.00,502,2085.51,0.008521
2015-05-29,19246562600.00,502,2107.39,0.010491
2015-06-30,18822415700.00,502,2063.11,-0.021012
2015-07-31,19226805200.00,502,2103.84,0.019742
2015-08-31,18012263100.00,502,1972.18,-0.062581
2015-09-30,17566116800.00,505,1920.03,-0.026443
2015-10-30,18961900200.00,505,2079.36,0.082983
2015-11-30,18963723800.00,506,2080.41,0.000505
2015-12-31,18617395400.00,504,2043.94,-0.017530
2016-01-29,17677853600.00,504,1940.24,-0.050735
2016-02-29,17507959900.00,504,1932.23,-0.004128
2016-03-31,18634390600.00,504,2059.74,0.065991
2016-04-29,18690033000.00,505,2065.30,0.002699
2016-05-31,18914293500.00,505,2096.96,0.015329
2016-06-30,18902419700.00,505,2098.86,0.000906
2016-07-29,19539744000.00,505,2173.60,0.035610
2016-08-31,19491364100.00,505,2170.95,-0.001219
2016-09-30,19496704500.00,505,2168.27,-0.001234
2016-10-31,19101882500.00,506,2126.15,-0.019426
2016-11-30,19678899800.00,505,2198.81,0.034174
2016-12-30,20013228000.00,505,2238.83,0.018201
2017-01-31,20371809800.00,505,2278.87,0.017884
2017-02-28,21074513100.00,505,2363.64,0.037198
2017-03-31,21090060200.00,505,2362.72,-0.000389
2017-04-28,21303086200.00,505,2384.20,0.009091
2017-05-31,21539204300.00,505,2411.80,0.011576
2017-06-30,21614640700.00,505,2423.41,0.004814
2017-07-31,21944725800.00,505,2470.30,0.019349
2017-08-31,21947284000.00,505,2471.65,0.000546
2017-09-29,22371374100.00,505,2519.36,0.019303
2017-10-31,22841910200.00,505,2575.26,0.022188
2017-11-30,23487731800.00,505,2647.58,0.028083
2017-12-29,23675105600.00,505,2673.61,0.009832
2018-01-31,25029304500.00,505,2823.81,0.056179
2018-02-28,23987621000.00,505,2713.83,-0.038947
2018-03-29,23343477100.00,505,2640.87,-0.026885
2018-04-30,23358084000.00,505,2648.05,0.002719
2018-05-31,23844718600.00,505,2705.27,0.021608
2018-06-29,23915147100.00,505,2718.37,0.004842
2018-07-31,24729614800.00,505,2816.29,0.036022
2018-08-31,25450302800.00,505,2901.52,0.030263
2018-09-28,25478910100.00,505,2913.98,0.004294
2018-10-31,23738730600.00,505,2711.74,-0.069403
2018-11-30,24036175900.00,505,2760.17,0.017859
2018-12-31,21808021400.00,505,2506.85,-0.091777
2019-01-31,23530103500.00,505,2704.10,0.078684
2019-02-28,24149495400.00,505,2784.49,0.029729
2019-03-29,24522773600.00,505,2834.40,0.017924
2019-04-30,25431133500.00,505,2945.83,0.039313
2019-05-31,23738809700.00,505,2752.06,-0.065778
2019-06-28,25352208700.00,505,2941.76,0.068930
2019-07-31,25756085000.00,505,2980.38,0.013128
2019-08-30,25265737400.00,505,2926.46,-0.018092
2019-09-30,25684765300.00,505,2976.74,0.017181
2019-10-31,26196065100.00,505,3037.56,0.020432
2019-11-29,27063281400.00,505,3140.98,0.034047
2019-12-31,27851725900.00,505,3230.78,0.028590
2020-01-31,27795610600.00,505,3225.52,-0.001628
2020-02-28,25423196300.00,505,2954.22,-0.084110
2020-03-31,22241555400.00,505,2584.59,-0.125119
2020-04-30,25092774000.00,505,2912.43,0.126844
2020-05-29,26245685700.00,505,3044.31,0.045282
2020-06-30,26759418300.00,505,3100.29,0.018388
2020-07-31,28251838400.00,505,3271.12,0.055101
2020-08-31,30251978100.00,505,3500.31,0.070065
2020-09-30,29069852400.00,505,3363.00,-0.039228
2020-10-30,28309783100.00,505,3269.96,-0.027666
2020-11-30,31348856900.00,505,3621.63,0.107546
2020-12-31,33142102700.00,505,3756.07,0.037121
2021-01-29,32812790600.00,505,3714.24,-0.011137
2021-02-26,33646155700.00,505,3811.15,0.026091
2021-03-31,35119621100.00,505,3972.89,0.042439
2021-04-30,36964662900.00,505,4181.17,0.052425
2021-05-28,37145970100.00,505,4204.11,0.005487
2021-06-30,37948104600.00,505,4297.50,0.022214
2021-07-30,38866109800.00,505,4395.26,0.022748
2021-08-31,39987011600.00,505,4522.68,0.028990
2021-09-30,38118777800.00,505,4307.54,-0.047569
2021-10-29,40742141900.00,505,4605.38,0.069144
2021-11-30,40314551700.00,505,4567.00,-0.008334
2021-12-31,42059623000.00,505,4766.18,0.043613
2022-01-31,39783705000.00,505,4515.55,-0.052585
2022-02-28,38529981700.00,505,4373.94,-0.031361
2022-03-31,39857937700.00,505,4530.41,0.035773
2022-04-29,36323099500.00,504,4131.93,-0.087957
2022-05-31,36229493800.00,504,4132.15,0.000053
2022-06-30,33233264900.00,503,3785.38,-0.083920
2022-07-29,36277971500.00,503,4130.29,0.091116
2022-08-31,34680392600.00,503,3955.00,-0.042440
2022-09-30,31445691600.00,503,3585.62,-0.093396
2022-10-31,33892979800.00,503,3871.98,0.079863
2022-11-30,35640696600.00,503,4080.11,0.053753
2022-12-30,33473565100.00,503,3839.50,-0.058971
2023-01-31,35557003500.00,503,4076.60,0.061753
2023-02-28,34569840400.00,503,3970.15,-0.026112
2023-03-31,35776753600.00,503,4109.31,0.035052
2023-04-28,36258726200.00,503,4169.48,0.014642
2023-05-31,36372849700.00,503,4179.83,0.002482
2023-06-30,38792441800.00,503,4450.38,0.064728
2023-07-31,39966462400.00,503,4588.96,0.031139
2023-08-31,39259348500.00,503,4507.66,-0.017716
2023-09-29,37441920100.00,503,4288.05,-0.048719
2023-10-31,36550167600.00,503,4193.80,-0.021980
2023-11-30,39831057500.00,503,4567.80,0.089179
2023-12-29,41671918800.00,503,4769.83,0.044229
2024-01-31,42294007900.00,503,4845.65,0.015896
2024-02-29,44428396000.00,503,5096.27,0.051721
2024-03-28,45825351400.00,503,5254.35,0.031019
2024-04-30,43901516800.00,503,5035.69,-0.041615
2024-05-31,46008533900.00,503,5277.51,0.048021
2024-06-28,47795606200.00,503,5460.48,0.034670
2024-07-31,48316466000.00,503,5522.30,0.011321
2024-08-30,49374744200.00,503,5648.40,0.022835
2024-09-30,50545366000.00,504,5762.48,0.020197
2024-10-31,50032687000.00,503,5705.45,-0.009897
2024-11-29,53001191200.00,503,6032.38,0.057301
2024-12-31,51866377400.00,503,5881.63,-0.024990
