,AnnReturn,AnnVol,Sharpe,MaxDD,Calmar,Turnover,SharpeStab
HRP-Sample,0.08080951761909261,0.1538054912638523,0.525400731502261,-0.41402640748836805,0.19517962177657214,0.7730843194362256,0.11274279798447938
HRP-LW,0.08075770922359249,0.15776858232211682,0.5118744685092569,-0.43073694482664404,0.1874873056363775,0.5796063258964849,0.11126164087753332
HRP-NLS,0.08094300477294447,0.1554246485009247,0.5207861529920906,-0.43579820539004266,0.18573505758358935,0.6186089264023684,0.11319063932550114
HRP-POET,0.07955426954507705,0.15160783970729003,0.5247371751927398,-0.40250891730433036,0.19764598031235014,0.8155490130126407,0.11299104744790242
EW,0.07409475933934773,0.1905143211606453,0.38891963023015796,-0.5522601254514994,0.13416641166836313,0.05879465798928886,0.11300900020340368
