date,HRP-Sample,HRP-LW,HRP-NLS,HRP-POET,EW
2000-02-02,-0.0007829887124974382,-0.0005515832613786466,0.0007687291208505005,-0.0011201678075863058,0.002687750000000001
2000-02-03,0.00704589836694284,0.005408840830200384,0.005806069214924283,0.0037061599371202756,0.011141185502764944
2000-02-04,-0.0065522568097890485,-0.006638758165717151,-0.0070791226581941365,-0.0070584834285527635,-0.004254911773676524
2000-02-07,-0.005412889646766151,-0.0025104372433659857,-0.0012779935894774287,-0.0034257242870087347,0.00046773493898701345
2000-02-08,0.004168284123374201,0.007658073535557747,0.007080264411766758,0.0028137977357605287,0.012600951233766169
2000-02-09,-0.016005278674783994,-0.017311251475942525,-0.018042441730365778,-0.014895191534603893,-0.019289616437104418
2000-02-10,0.0043453405062678935,0.0019606287023727054,0.0023469025838451212,0.003943206040386893,0.00333765389563704
2000-02-11,-0.019980354082633447,-0.0197930379223427,-0.019807233777154185,-0.020451353972901577,-0.019641049360095118
2000-02-14,-0.002490197310735718,-0.0005456454888853054,2.0009798541254677e-05,-0.0006588507243224469,-0.0003888488843872354
2000-02-15,0.01207209755876547,0.013082362182043896,0.013768979033844308,0.012040679605166046,0.011996260745311422
2000-02-16,-0.01027056517656374,-0.009986860294391445,-0.010054892700966675,-0.008997811275457618,-0.011087708823699749
2000-02-17,0.0003876282443722108,-0.003850382921520908,-0.003833126160562371,-0.00272616850481323,-0.0015721572271670799
2000-02-18,-0.02465457715651267,-0.02636056586311695,-0.026228654747731332,-0.024871821027660463,-0.02843138780921696
2000-02-22,0.007294486104105106,0.007537602858087727,0.007362093529274124,0.0071844253110966505,0.005225626801731568
2000-02-23,-0.0066951973751078545,-0.005792355162173493,-0.005415113600717477,-0.007001337532748981,0.004660744299371145
2000-02-24,-0.011595707025353329,-0.01346290845960103,-0.012647397304965164,-0.014970084471015348,-0.0075666331318455125
2000-02-25,-0.013290128322325004,-0.014077828374899138,-0.014035102633788175,-0.012566638733922254,-0.014063556331344417
2000-02-28,0.014188040763821736,0.01653095615810109,0.015781919754724802,0.016888902556690864,0.012385992689837321
2000-02-29,0.006069204333609775,0.009107382519177263,0.008505103799517804,0.007802839618321429,0.012585229990014395
2000-03-01,0.012007013539029061,0.011749191475580945,0.011791317666723356,0.012456507380129959,0.011578701781834849
2000-03-02,-0.005534726691579984,-0.004631489002802976,-0.005333742675652208,-0.006181928709684383,-0.003252707842068638
2000-03-03,0.01850222114129734,0.0181884785442673,0.01761218184185905,0.017065164662403307,0.021133020000000002
2000-03-06,-0.011595754072869908,-0.011306180094859333,-0.01247709005042723,-0.011950205223803998,-0.008485250187189129
2000-03-07,-0.03122279710843819,-0.03429724970464302,-0.03302927925233025,-0.034253386004798964,-0.033000782965920454
2000-03-08,0.010506867030919102,0.009296000605897333,0.009773491364141145,0.011455579690523784,0.007176961029989229
2000-03-09,0.024891145800870464,0.023581191261305038,0.023554922738632064,0.023738094031470373,0.025600775176254243
2000-03-10,-0.002441355274920667,-0.005181091642841467,-0.00460151887663862,-0.005909252320290176,-0.0031469884231313566
2000-03-13,-0.0027829057884333425,-0.004397046313478051,-0.0030066466980730473,-0.0013506157154368008,-0.008371430341942671
2000-03-14,-0.023884952686136527,-0.02149777947350065,-0.01992000581702827,-0.021579562005689952,-0.023813535831908206
2000-03-15,0.03965597455596681,0.038140854650249724,0.04001536308987557,0.04172315445647136,0.027363322189246232
2000-03-16,0.04656394138986087,0.04941404092946217,0.046963224479903705,0.04680321026915571,0.04839244327926582
2000-03-17,-0.005079350023655828,-0.0011482605161225372,-0.002448282404675354,-0.003047409310679293,0.0037367410431932485
2000-03-20,-0.002420254910181163,-0.006085445164159862,-0.004693691729590017,-0.0029966526204730903,-0.007550430265133125
2000-03-21,0.017120280540554145,0.021132730043401306,0.020036916312774464,0.01850075049459089,0.021689413928538796
2000-03-22,0.002303432298849861,0.001956465616439916,-0.0006199975319812068,-0.0011024388615797636,0.006197859436864635
2000-03-23,0.017444995468020343,0.016060004030318906,0.014702836907425194,0.01527176598931064,0.014748385733531884
2000-03-24,-0.0034906559257176827,-0.002168883752812723,-0.0019394275895575823,-0.002063456444766215,-0.0016785635752784858
2000-03-27,-0.00296277133949658,-0.002598437223200591,-0.0024466544097182913,-0.004471692173827367,-0.0003660022962620123
2000-03-28,-0.00627453279070636,-0.005658653926596574,-0.004724932334693223,-0.0038458616788248027,-0.00898089314123156
2000-03-29,0.0010296804314775942,0.0031025236763472905,0.0042887751471524516,0.003940932562512351,-0.0011699490163105267
2000-03-30,-0.003510293426389616,-0.0055037391235113415,-0.004775586325186118,-0.0014280135012922624,-0.012191157564357019
2000-03-31,0.005074168635320259,0.005411774330704248,0.004959533810891707,0.0035355712155247126,0.006853059487448255
2000-04-03,0.010905265927082904,0.011180253821491373,0.011833054124810172,0.010634222934947668,0.014962240000000002
2000-04-04,-0.006527080851962114,-0.008797059363174903,-0.00863688460154084,-0.010370311322878608,-0.00589628195566172
2000-04-05,-0.010060153998555572,-0.00769380457590251,-0.009885020622793896,-0.010620520047399492,-0.008565121149069127
2000-04-06,0.01378312302284103,0.015305152695852435,0.014484328496860186,0.013339417826450551,0.008462328463756908
2000-04-07,0.003022152770493604,0.0039045346423260342,-7.500264010812404e-05,0.0010146797167795525,0.004045529950325553
2000-04-10,-0.009515852002431057,-0.008833935938046605,-0.00790652678789267,-0.008389594978081394,-0.0052485584447533205
2000-04-11,-0.001295819318005511,-0.0026270365987733067,-0.001573049158540468,-0.0006219156002686013,-0.00022022041618942215
2000-04-12,-0.01617137077764272,-0.019289923188446828,-0.014914330516261174,-0.014467143700121012,-0.015533296000745296
2000-04-13,-0.013774065639128601,-0.015002838809950734,-0.012083712636882307,-0.011298096137419368,-0.016022952612912932
2000-04-14,-0.05049041615918292,-0.05345983703955923,-0.04677567159601377,-0.04575799226546436,-0.05724892532970826
2000-04-17,0.015116156461762335,0.019671072191071108,0.009032898476342857,0.005826154430565074,0.0259195290000615
2000-04-18,0.026090949841349208,0.026944318043353586,0.027075094919826542,0.026308890732515577,0.024115251152250043
2000-04-19,0.0021985167354290763,-0.001154566439867986,0.004576986243808869,0.002695031092840869,-0.003981569559995172
2000-04-20,0.004235455697467389,0.005573946770214018,0.005945189824056427,0.005589482694310448,0.006804271036936363
2000-04-24,-0.002532113303699514,-0.001517113683157465,-0.003106780706448367,-0.003453038670453581,0.002528535178906089
2000-04-25,0.029150203127419633,0.030892094698145876,0.029700621062087873,0.029156223777198603,0.027101565326804404
2000-04-26,-0.007945927753621582,-0.006232455151068943,-0.004495302777024907,-0.009267485901049552,-0.010620196422398259
2000-04-27,-0.0011223164742896728,0.0014156615161945558,-0.0020708128488817834,-0.0024623633552629735,0.0005078456085309594
2000-04-28,-0.008964200538427357,-0.011672322833615235,-0.012672029283920949,-0.01219654007071298,-0.010901494876830689
2000-05-01,0.009398265546070686,0.00956334158262719,0.008939369147125243,0.011276615605266934,0.0068906470735661165
2000-05-02,-0.020421699207205494,-0.016195791136720712,-0.016029619906659597,-0.024337405352691608,-0.010971588991354562
2000-05-03,-0.02188531030788242,-0.02140231236190652,-0.020440210556948606,-0.020936176172354076,-0.021709000000000003
2000-05-04,-0.0008627315139506623,-0.002332673580062465,-0.0019210635329504617,-0.000989018396167518,-0.0022100278362675316
