Price,Close,Volume
Ticker,SPY,SPY
Date,,
2013-01-15,117.09587097167969,93172600
2013-01-16,117.07991027832031,104849500
2013-01-17,117.83631896972656,133833500
2013-01-18,118.09906768798828,169906000
2013-01-22,118.73606872558594,111797300
2013-01-23,118.92713165283203,104596100
2013-01-24,118.95899963378906,146426400
2013-01-25,119.6278076171875,147211600
2013-01-28,119.48444366455078,113357700
2013-01-29,119.9542007446289,105694400
2013-01-30,119.48444366455078,137447700
2013-01-31,119.18985748291016,108975800
2013-02-01,120.41593170166016,131173000
2013-02-04,119.06248474121094,159073600
2013-02-05,120.26475524902344,113912400
2013-02-06,120.35227966308594,138762800
2013-02-07,120.19303894042969,162490000
2013-02-08,120.86190795898438,103133700
2013-02-11,120.8379898071289,73775000
2013-02-12,121.03700256347656,65392700
2013-02-13,121.14051818847656,82322600
2013-02-14,121.25202178955078,80834300
2013-02-15,121.1086654663086,215226500
2013-02-19,122.01631927490234,95105400
2013-02-20,120.49561309814453,160574800
2013-02-21,119.7630844116211,183257000
2013-02-22,120.93347930908203,106356600
2013-02-25,118.63251495361328,245824800
2013-02-26,119.4446792602539,186596200
2013-02-27,120.94940185546875,150781900
2013-02-28,120.71055603027344,126866000
2013-03-01,121.1086654663086,170634800
2013-03-04,121.7535629272461,99010200
2013-03-05,122.84435272216797,121431900
2013-03-06,123.01158905029297,94469900
2013-03-07,123.23451232910156,86101400
2013-03-08,123.76002502441406,123477800
2013-03-11,124.2297592163086,83746800
2013-03-12,123.9510726928711,105755800
2013-03-13,124.12622833251953,92550900
2013-03-14,124.78706359863281,126329900
2013-03-15,124.62232971191406,138601100
2013-03-18,123.93456268310547,126704300
2013-03-19,123.6466293334961,167567300
2013-03-20,124.51039123535156,113759300
2013-03-21,123.44673919677734,128605000
2013-03-22,124.43834686279297,111163600
2013-03-25,123.9185791015625,151322300
2013-03-26,124.91021728515625,86856600
2013-03-27,124.91021728515625,99950600
2013-03-28,125.29410552978516,102932800
2013-04-01,124.79830932617188,99194100
2013-04-02,125.41407775878906,101504300
2013-04-03,124.14246368408203,154167400
2013-04-04,124.64628601074219,131885000
2013-04-05,124.08651733398438,159666000
2013-04-08,124.92621612548828,86571200
2013-04-09,125.35807800292969,101922200
2013-04-10,126.89359283447266,135711100
2013-04-11,127.30944061279297,110142500
2013-04-12,126.99752807617188,116359900
2013-04-15,124.05449676513672,217259000
2013-04-16,125.88590240478516,147507800
2013-04-17,124.0465087890625,226834800
2013-04-18,123.27080535888672,167583200
2013-04-19,124.3424301147461,149687600
2013-04-22,124.89424896240234,106553500
2013-04-23,126.18183898925781,166141300
