,AnnReturn,AnnVol,Sharpe,MaxDD,Calmar,Turnover,SharpeStab
HRP-Sample,0.019622702092056743,0.16927067837907725,0.11592499232567743,-0.6355194319495685,0.030876635875413953,0.16856990904026325,0.10890112905438301
HRP-LW,0.020781322752420728,0.16932172018169037,0.12273276417296829,-0.635552293293725,0.03269805328641383,0.15620805472626081,0.10879640304833496
HRP-NLS,0.022177973247951677,0.17244058580303523,0.1286122587943639,-0.6374975499247921,0.034789111347279834,0.16060773678364182,0.10922769805345374
HRP-POET,0.01970313367152432,0.16837006690099077,0.11702278222120477,-0.6335607794263994,0.031099042603872588,0.15859944583768443,0.10928271012752896
HRP-PoetCV,0.019644926660716155,0.1681470158546216,0.11683184837309858,-0.6323010339145365,0.031068945971977353,0.159371515900332,0.10899663147171104
EW,0.009178567337101429,0.2048638868829184,0.04480324705714026,-0.7385707584617626,0.012427471886671808,0.008740130683084789,0.11152239013109519
MinVar-LW,-0.0004611015238544791,0.13320394494768287,-0.0034616206301966595,-0.47650070658419963,-0.0009676827704199859,1.4232651719924305,0.13733532988042868
MinVar-NLS,0.019979259217913325,0.129590005635573,0.154172840103874,-0.37878095082026064,0.05274620905472592,1.0203653298313087,0.1360547477945669
RP-Sample,0.015023539791986007,0.18883675130132613,0.07955834702966796,-0.6966409511729665,0.02156568569029739,0.019673540211616165,0.10989572830456625
