,AnnReturn,AnnVol,Sharpe,MaxDD,Calmar,Turnover,SharpeStab,Sortino,Omega,VaR95,CVaR95,Skew,Kurt,HitRate
HMVA-mv,0.10004472176327606,0.15334455747777315,0.6524178191180815,-0.37519309555672475,0.26664862159796987,0.9410288786224553,0.11157779741608329,0.836925835682965,1.1405762155613945,-0.013493164173066483,-0.02237206125775442,-0.25636505970714196,15.713222713364,0.5356157715398345
GMV-EK,0.08181323409492669,0.14611444017236103,0.559925726700368,-0.388740328064466,0.2104572852070016,0.7634348464941364,0.11627763141044327,0.7120838935069554,1.1227970299980288,-0.013474028021683166,-0.021638127567018835,-0.09465311590813494,14.853487209838349,0.5427551517118286
HRP-E,0.08632560948652679,0.15595194450901684,0.5535398084217898,-0.43215448677922297,0.19975636520610374,0.40038469008772665,0.11264399043669639,0.6973663752574538,1.1231006168111783,-0.014675912375366184,-0.023402810780353427,-0.10794839463254466,13.550078290050948,0.5445399967548272
