date,HMVA,EW,SPY-100
2000-07-03,0.014604888310346271,0.010300339999999998,0.008374323220052696
2000-07-05,-0.012362789863138782,-0.01642029261675791,-0.01762837735770221
2000-07-06,0.005249402613383451,0.00860660553208648,0.007846718047465387
2000-07-07,0.004217176164353378,0.01387507022525107,0.015693259360120133
2000-07-10,0.0019399383939146218,-0.0018548717872470806,-0.003518368641185062
2000-07-11,0.014860899310518,0.0031908212765038094,0.0012550055423014269
2000-07-12,-0.014085782123714072,0.009496708189694444,0.008475163508406127
2000-07-13,-0.007788912321948305,0.003190869917345959,0.002738394369493292
2000-07-14,-0.009494544550292215,0.012710318601090209,0.01014766752661123
2000-07-17,0.0025899366015513146,-0.0010230640382391943,0.0025932109366096725
2000-07-18,0.0030968564208031686,-0.01137104121438082,-0.012370732218105718
2000-07-19,0.007936559325391578,-0.00933927146069777,-0.008568421778279822
2000-07-20,-0.01629044183350525,0.009125542187301048,0.010697036998649373
2000-07-21,-0.003568560687328497,-0.012839676245659406,-0.00951499514564758
2000-07-24,-0.005932946014467038,-0.011050568393950019,-0.011103141636634688
2000-07-25,0.0008461692406190737,0.011902695397233447,0.008765144686880187
2000-07-26,-0.00287596534501474,-0.015959779220156328,-0.014264854682665142
2000-07-27,0.030563985301557673,-0.006750700520010757,-0.0034101530734993207
2000-07-28,0.009539990902452633,-0.019151069994537494,-0.02252311904619397
2000-07-31,-0.012220535202522075,0.006923133796179476,0.008855281608021825
2000-08-01,0.014080545217346101,0.004789758668093054,0.0024922523859093764
2000-08-02,0.004779617144862969,0.00390508,0.00018585969978567382
2000-08-03,0.01210324186782345,0.009494167380515697,0.010413078868771082
2000-08-04,0.010416059107619722,0.008494532055756827,0.005534217213260117
2000-08-07,-0.0034490591402661685,0.009645697413031753,0.009959451765388675
2000-08-08,0.00986587595936556,0.002549387398894634,0.0013770724420573692
2000-08-09,-0.05796887463859302,-0.008657739969995757,-0.00689004392583373
2000-08-10,-0.003555166946243591,-0.009127051254496123,-0.010251267689928269
2000-08-11,0.007800533073220047,0.008773672198585028,0.006830557809985234
2000-08-14,0.0069641363119245635,0.013280315885595292,0.013832457457675204
2000-08-15,-0.011907487526752584,-0.005727525591460879,-0.004138622899572791
2000-08-16,3.402212473506423e-05,-0.0028392620248388297,-0.0033203083722533363
2000-08-17,0.0005065245515200305,0.009907943564703309,0.010491624938502583
2000-08-18,-0.012730820312726161,-0.0030381365195931618,-0.0036460442178763938
2000-08-21,0.0045335386781476025,0.0052550036908782325,0.006909811727405533
2000-08-22,-0.005398715815608942,-0.0015034850183578508,-0.002190769930344775
2000-08-23,0.005721390249764169,0.002747202083167596,0.006637292341736445
2000-08-24,-0.0032494600101420873,0.002530917735370124,0.002903353568309794
2000-08-25,0.002153080306295686,-0.001749563289006141,-0.001276140754913031
2000-08-28,0.0026032254361182477,0.004058805990378476,0.005792618889208509
2000-08-29,-0.007344177443905435,-0.006565790165089924,-0.003442004761822348
2000-08-30,-0.00683947208470961,-0.003642609937534449,-0.006394076959134513
2000-08-31,-0.007925902873086402,0.00911226,0.010550290798462031
2000-09-01,0.00953302733297424,0.0009712374001580361,0.0019740296434617314
2000-09-05,-0.0010709937870757365,-0.008405948136061997,-0.012183951740192961
2000-09-06,-0.007811518535982597,-0.009514878536801556,-0.015315847810842746
2000-09-07,0.0026749867954235095,0.008158112566496789,0.008853749640288186
2000-09-08,0.0025704140176898583,-0.006459806412162954,-0.007921090589025289
2000-09-11,-0.0009977237909932107,-0.002522386717930511,-0.00609372494807431
2000-09-12,0.001095556043388661,-0.0037002707046989145,-0.0067510018676872905
2000-09-13,-0.003618348679593884,0.0048076700835032885,0.003100121949243646
2000-09-14,-0.01604223779126765,-0.0036688746606060104,-0.002703356589219843
2000-09-15,-0.0005529731592871998,-0.009121117770607517,-0.011776841906167658
2000-09-18,0.003643340144590279,-0.01446536011920095,-0.012644191243915566
2000-09-19,-0.002319558674165788,0.010294762882582116,0.013503434833977033
2000-09-20,-0.017503103807812052,-0.006141750165920128,-0.004246160385440236
2000-09-21,0.010338926551857707,-0.0019096517018685041,-0.002082836672150838
2000-09-22,0.028964749015896837,0.014412089590276898,-0.0002365009600915548
2000-09-25,0.0029966415313204394,-0.006525455516152534,-0.009073254816043557
2000-09-26,0.00032372186134902386,-0.0053344664030313006,-0.00962411391391568
2000-09-27,0.00042430222904260144,-0.0024102059585394066,-0.0014748566625806597
2000-09-28,0.0211735866433277,0.02444010138630758,0.021445328499911633
2000-09-29,-0.000710674541119211,-0.011168858987608124,-0.01610913108907603
2000-10-02,0.01309075266017009,-0.0017551399999999992,0.0009166733380576574
2000-10-03,-0.002890472701246049,-0.0075805451960353695,-0.008884400137910317
