n,rep,score_bf,score_h,approx_ratio,exact_match
18,68,-0.7488811150419261,-0.7488811150419259,0.9999999999999997,1
18,69,-0.8139695306545883,-0.8139695306545881,0.9999999999999998,1
18,70,-0.8377172048153815,-0.8377172048153814,0.9999999999999999,1
18,71,-0.708904999843938,-0.7089049998439378,0.9999999999999999,1
18,72,-0.8491893790011936,-0.8226725556150231,0.9687739577980128,0
18,73,-0.5902977737754417,-0.5902977737754417,1.0,1
18,74,-0.8602393309419855,-0.8602393309419856,1.0,1
18,75,-0.7075070550017044,-0.7075070550017043,0.9999999999999999,1
18,76,-0.7652813341819172,-0.7652813341819172,1.0,1
18,77,-0.826841675321984,-0.8105703628858013,0.9803211268592062,0
18,78,-0.7827923981149323,-0.7762603409927465,0.9916554412920772,0
18,79,-0.8913625627433776,-0.805960322676642,0.904189110428993,0
18,80,-0.7497304552821196,-0.7281659107680237,0.9712369367388427,0
18,81,-0.6063608534972411,-0.5847650939587151,0.9643846409048829,0
18,82,-0.9361916716504777,-0.9361916716504776,0.9999999999999999,1
18,83,-0.8004048190877702,-0.8002185567568414,0.9997672898432307,0
18,84,-0.816640415456468,-0.8129505263574166,0.9954816232099057,0
18,85,-0.643830375106532,-0.6229564566619527,0.9675785435859168,0
18,86,-0.7818756565356078,-0.7818756565356078,1.0,1
18,87,-0.7276846443634984,-0.7276846443634984,1.0,1
18,88,-0.6437420261487833,-0.4802115444821293,0.7459689207414612,0
18,89,-0.9004810133837122,-0.9004810133837122,1.0,1
18,90,-0.8644818548105037,-0.8644818548105038,1.0,1
18,91,-0.8708598137867978,-0.8681627898380367,0.9969030331793203,0
18,92,-0.911450867144791,-0.911450867144791,1.0,1
18,93,-0.8870077790936829,-0.8870077790936829,1.0,1
18,94,-0.8699307122141668,-0.8699307122141671,1.0,1
18,95,-0.8482682551013762,-0.848268255101376,0.9999999999999999,1
18,96,-0.8693593367253143,-0.8693593367253144,1.0,1
18,97,-0.47110562896394087,-0.47110562896394076,0.9999999999999998,1
18,98,-0.8867515890137134,-0.8867515890137134,1.0,1
18,99,-0.8289856981284613,-0.8289856981284612,0.9999999999999999,1
20,0,-0.8151492095635025,-0.8151492095635022,0.9999999999999998,1
20,1,-0.8814846783844124,-0.8565303644851485,0.9716905869027693,0
20,2,-0.8519111618613646,-0.8498492883419682,0.997579708293889,0
20,3,-0.6669003217836436,-0.6635413699924423,0.9949633375761199,0
20,4,-0.8867717261601797,-0.8867717261601801,1.0,1
20,5,-0.8675616036395304,-0.8675616036395305,1.0,1
20,6,-0.8590458304216662,-0.8532895437193159,0.993299208844859,0
20,7,-0.7442693864339927,-0.7296226945013365,0.9803207115600541,0
20,8,-0.8594438466697069,-0.8594438466697069,1.0,1
20,9,-0.9266918815472012,-0.9223918217819802,0.9953597739973273,0
20,10,-0.8821565759139337,-0.8821565759139338,1.0,1
20,11,-0.8429559880219823,-0.8429559880219821,0.9999999999999998,1
20,12,-0.6277713885441363,-0.6090381430922035,0.9701591283167954,0
20,13,-0.8892439574788948,-0.8892439574788948,1.0,1
20,14,-0.8728274926397205,-0.8728274926397206,1.0,1
20,15,-0.813203822717485,-0.8132038227174848,0.9999999999999998,1
20,16,-0.8148590480855661,-0.8148590480855662,1.0,1
20,17,-0.9003668142270929,-0.8864887320303332,0.9845861908974587,0
20,18,-0.697829772925901,-0.6978297729259006,0.9999999999999996,1
20,19,-0.9086353198933994,-0.9086353198933996,1.0,1
20,20,-0.5459698014679538,-0.545969801467954,1.0,1
20,21,-0.797916428347426,-0.797916428347426,1.0,1
20,22,-0.7856052903669068,-0.7856052903669065,0.9999999999999996,1
20,23,-0.9273306969884879,-0.9273306969884879,1.0,1
20,24,-0.592636026270591,-0.5926360262705906,0.9999999999999994,1
20,25,-0.7574832042669499,-0.7574832042669499,1.0,1
20,26,-0.8714630237512578,-0.8714630237512578,1.0,1
