n,rep,score_bf,score_h,approx_ratio,exact_match
20,27,-0.8800014917274442,-0.880001491727444,0.9999999999999998,1
20,28,-0.8090400853081073,-0.7599712091013614,0.939349264519991,0
20,29,-0.6771041039566724,-0.6653646716989708,0.9826622934507383,0
20,30,-0.6592656129543489,-0.655783717544503,0.9947185241556243,0
20,31,-0.7048107589907189,-0.6998049670780119,0.9928976794850929,0
20,32,-0.8207532191598473,-0.8189845222562618,0.9978450320238816,0
20,33,-0.8579900640162922,-0.8349391199676448,0.9731337867238872,0
20,34,-0.821234440539901,-0.7962068466353465,0.9695244224193754,0
20,35,-0.6585218766827521,-0.6578041142882126,0.9989100401672985,0
20,36,-0.8079109969720338,-0.8079109969720342,1.0,1
20,37,-0.6538331095154446,-0.6538331095154446,1.0,1
20,38,-0.7699645610039552,-0.7585603700672323,0.9851886807337562,0
20,39,-0.797724630724331,-0.7977246307243306,0.9999999999999996,1
20,40,-0.7652636869532758,-0.7652636869532758,1.0,1
20,41,-0.8315773044036169,-0.8060004435785995,0.9692429546963641,0
20,42,-0.775784354510189,-0.775784354510189,1.0,1
20,43,-0.8857498297552536,-0.8857498297552535,0.9999999999999999,1
20,44,-0.7602815457227551,-0.7598556903289545,0.9994398714578877,0
20,45,-0.7944388666045495,-0.7944388666045497,1.0,1
20,46,-0.8565543329833908,-0.8565543329833908,1.0,1
20,47,-0.7672580567344112,-0.7672580567344107,0.9999999999999994,1
20,48,-0.7950336792868496,-0.7852086431695895,0.9876419875368383,0
20,49,-0.8342196575030447,-0.8342196575030447,1.0,1
20,50,-0.861951370247749,-0.8619513702477491,1.0,1
20,51,-0.8374537866575957,-0.8250133335725566,0.9851449079540366,0
20,52,-0.7042056743511349,-0.7042056743511349,1.0,1
20,53,-0.7579305947199891,-0.7579305947199892,1.0,1
20,54,-0.9340228249772641,-0.9339010509543776,0.9998696241466161,0
20,55,-0.8219535700091238,-0.821953570009124,1.0,1
20,56,-0.8556940790659288,-0.8556940790659286,0.9999999999999999,1
20,57,-0.7764625899377544,-0.7764625899377542,0.9999999999999997,1
20,58,-0.605406396814685,-0.6051209698085752,0.9995285365209031,0
20,59,-0.6754927663872375,-0.6651888161144862,0.9847460242574316,0
20,60,-0.9181374853634913,-0.9181374853634913,1.0,1
20,61,-0.8850298350574487,-0.8438597321874688,0.9534816779738194,0
20,62,-0.8813686306768973,-0.8813686306768973,1.0,1
20,63,-0.8296344958797052,-0.8296344958797052,1.0,1
20,64,-0.866418339210999,-0.8664183392109991,1.0,1
20,65,-0.7160895918844741,-0.705217776048532,0.9848177993938836,0
20,66,-0.9182978080505971,-0.9118838716509668,0.9930154070461672,0
20,67,-0.9036385923284848,-0.9036385923284849,1.0,1
20,68,-0.7650914387443449,-0.7650914387443449,1.0,1
20,69,-0.8737818352096,-0.8492100700271352,0.9718788326876004,0
20,70,-0.7287612799355445,-0.7266174778788266,0.9970582931396855,0
20,71,-0.8128528450270721,-0.8128528450270722,1.0,1
20,72,-0.8996629077310495,-0.8899238602324816,0.9891747815599847,0
20,73,-0.6022309995820215,-0.6022309995820214,0.9999999999999998,1
20,74,-0.8471321939307035,-0.8471321939307032,0.9999999999999996,1
20,75,-0.6196164650517685,-0.6196164650517687,1.0,1
20,76,-0.892965253909358,-0.8918819117354311,0.9987868036643262,0
20,77,-0.6945922471818143,-0.6200137172714196,0.8926297691732322,0
20,78,-0.8464322127377918,-0.8464322127377916,0.9999999999999998,1
20,79,-0.6773067377961768,-0.6773067377961768,1.0,1
20,80,-0.7273478896211153,-0.7273478896211152,0.9999999999999999,1
20,81,-0.8917958319326599,-0.872917871908039,0.9788315224755992,0
20,82,-0.8928036060845532,-0.8880987608860161,0.9947302573976258,0
20,83,-0.5060989429600946,-0.5053255521899315,0.9984718585546934,0
20,84,-0.7070576193252098,-0.680614461437016,0.9626011273120425,0
20,85,-0.7167095365861399,-0.6800532582806519,0.9488547641209147,0
20,86,-0.8675114505419195,-0.8675114505419195,1.0,1
20,87,-0.5878849399563549,-0.4439886174308363,0.7552304664647446,0
20,88,-0.8553439748326372,-0.8553439748326374,1.0,1
20,89,-0.9292791968943253,-0.9292791968943253,1.0,1
20,90,-0.890989662682681,-0.858934334434512,0.9640227832142815,0
20,91,-0.8850582509502894,-0.8826306938927744,0.9972571782084302,0
20,92,-0.857332737812276,-0.8516257133295917,0.9933432794165222,0
20,93,-0.9009494857237197,-0.8943072980637768,0.9926275692864098,0
20,94,-0.8633647791730773,-0.8574751971137777,0.9931783387493053,0
20,95,-0.8748339996246889,-0.8748339996246889,1.0,1
20,96,-0.6579911215133354,-0.6342226639188647,0.9638772366110279,0
20,97,-0.8908235736113725,-0.8908235736113725,1.0,1
20,98,-0.8861685063692955,-0.8861685063692953,0.9999999999999999,1
20,99,-0.48665673469426823,-0.48665673469426823,1.0,1
