sharpe,ci_lo,ci_hi,delta_sharpe,ew_sharpe,ann_ret,ann_vol,max_dd,n_days,ewma_halflife,lam_cov,kf_tp
0.7264356560841936,0.38744656868687677,1.0689163156347845,-0.016965432167726835,0.7434010882519204,0.11624993263250594,0.17211787333724407,-0.6519629884463612,10841,21,0.25,True
